d0 2
d1 2
d2 2
d3 1
d4 2
d5 1
d6 2
d7 1
d8 1
d9 2
d10 1
d11 1
d12 1
d13 1
d14 1
d15 1
d16 0
d17 2
d18 2
d19 1
d20 2
d21 1
d22 2
d23 1
d24 0
d25 1
d26 0
d27 1
d28 0
d29 1
d30 2
d31 1
d32 1
d33 2
d34 1
d35 2
d36 0
d37 0
d38 1
d39 0
d40 2
d41 2
d42 1
d43 0
d44 1
d45 0
d46 2
d47 0
d48 2
d49 2
d50 2
d51 1
d52 1
d53 0
d54 1
d55 2
d56 0
d57 1
d58 0
d59 2
d60 2
d61 0
d62 0
d63 1
d64 2
d65 1
d66 2
d67 0
d68 1
d69 2
d70 2
d71 2
d72 2
d73 1
d74 2
d75 0
d76 1
d77 0
d78 1
d79 1
d80 2
d81 2
d82 1
d83 1
d84 0
d85 1
d86 0
d87 2
d88 1
d89 1
d90 1
d91 0
d92 2
d93 2
d94 0
d95 1
d96 0
d97 1
d98 2
d99 1
d100 1
d101 2
d102 1
d103 1
d104 2
d105 1
d106 2
d107 2
d108 1
d109 2
d110 1
d111 2
d112 2
d113 0
d114 2
d115 1
d116 1
d117 1
d118 0
d119 1
d120 1
d121 1
d122 0
d123 1
d124 1
d125 2
d126 2
d127 2
d128 0
d129 2
d130 2
d131 0
d132 2
d133 1
d134 2
d135 0
d136 2
d137 1
d138 1
d139 2
d140 2
d141 0
d142 0
d143 1
d144 0
d145 1
d146 0
d147 0
d148 0
d149 1
d150 2
d151 2
d152 0
d153 0
d154 2
d155 2
d156 1
d157 2
d158 1
d159 1
d160 0
d161 2
d162 0
d163 1
d164 1
d165 2
d166 0
d167 1
d168 1
d169 0
d170 0
d171 1
d172 0
d173 1
d174 0
d175 2
d176 1
d177 1
d178 1
d179 2
d180 2
d181 0
d182 1
d183 2
d184 1
d185 1
d186 2
d187 2
d188 1
d189 0
d190 0
d191 0
d192 1
d193 2
d194 1
d195 1
d196 1
d197 1
d198 1
d199 0
d200 1
d201 1
d202 0
d203 1
d204 1
d205 0
d206 2
d207 1
d208 2
d209 2
d210 1
d211 1
d212 1
d213 1
d214 2
d215 1
d216 1
d217 2
d218 2
d219 1
d220 2
d221 2
d222 0
d223 2
d224 1
d225 1
d226 0
d227 1
d228 2
d229 0
d230 1
d231 2
d232 2
d233 2
d234 2
d235 2
d236 0
d237 2
d238 0
d239 1
d240 2
d241 2
d242 1
d243 2
d244 1
d245 1
d246 2
d247 0
d248 2
d249 1
d250 2
d251 2
d252 2
d253 1
d254 2
d255 0
d256 2
d257 1
d258 0
d259 1
d260 2
d261 1
d262 1
d263 0
d264 2
d265 0
d266 2
d267 1
d268 2
d269 0
d270 0
d271 2
d272 1
d273 1
d274 0
d275 1
d276 2
d277 2
d278 0
d279 0
d280 1
d281 1
d282 2
d283 1
d284 1
d285 0
d286 2
d287 2
d288 0
d289 1
d290 2
d291 2
d292 1
d293 2
d294 1
d295 1
d296 1
d297 0
d298 1
d299 0
d300 2
d301 2
d302 1
d303 0
d304 2
d305 1
d306 1
d307 1
d308 1
d309 1
d310 1
d311 0
d312 1
d313 0
d314 2
d315 2
d316 0
d317 2
d318 2
d319 2
d320 0
d321 2
d322 2
d323 2
d324 2
d325 1
d326 1
d327 0
d328 2
d329 2
d330 1
d331 0
d332 1
d333 2
d334 0
d335 1
d336 2
d337 1
d338 1
d339 0
d340 0
d341 2
d342 1
d343 1
d344 1
d345 0
d346 1
d347 2
d348 0
d349 1
d350 0
d351 1
d352 0
d353 0
d354 2
d355 1
d356 0
d357 2
d358 2
d359 1
d360 1
d361 1
d362 2
d363 2
d364 2
d365 0
d366 2
d367 1
d368 2
d369 1
d370 1
d371 1
d372 2
d373 0
d374 0
d375 1
d376 1
d377 1
d378 1
d379 2
d380 1
d381 0
d382 1
d383 0
d384 2
d385 1
d386 2
d387 1
d388 1
d389 0
d390 2
d391 0
d392 0
d393 2
d394 1
d395 0
d396 0
d397 2
d398 1
d399 0
d400 2
d401 2
d402 2
d403 0
d404 2
d405 1
d406 0
d407 2
d408 0
d409 0
d410 1
d411 2
d412 2
d413 0
d414 0
d415 1
d416 1
d417 1
d418 0
d419 0
d420 2
d421 0
d422 0
d423 2
d424 0
d425 2
d426 2
d427 0
d428 1
d429 1
d430 2
d431 0
d432 0
d433 0
d434 0
d435 2
d436 0
d437 0
d438 0
d439 2
d440 0
d441 2
d442 2
d443 0
d444 2
d445 2
d446 1
d447 0
d448 0
d449 2
d450 0
d451 1
d452 0
d453 2
d454 1
d455 0
d456 2
d457 1
d458 2
d459 0
d460 0
d461 0
d462 1
d463 2
d464 0
d465 0
d466 2
d467 2
d468 1
d469 2
d470 0
d471 0
d472 2
d473 1
d474 0
d475 0
d476 1
d477 0
d478 2
d479 2
d480 2
d481 2
d482 0
d483 0
d484 0
d485 1
d486 2
d487 0
d488 1
d489 0
d490 0
d491 1
d492 0
d493 0
d494 1
d495 0
d496 1
d497 2
d498 0
d499 1
d500 1
d501 0
d502 2
d503 0
d504 0
d505 2
d506 0
d507 0
d508 2
d509 1
d510 0
d511 2
d512 1
d513 0
d514 1
d515 2
d516 1
d517 2
d518 2
d519 0
d520 0
d521 0
d522 0
d523 0
d524 0
d525 0
d526 0
d527 0
d528 1
d529 0
d530 0
d531 1
d532 0
d533 0
d534 1
d535 0
d536 2
d537 0
d538 2
d539 1
d540 0
d541 2
d542 1
d543 0
d544 0
d545 1
d546 1
d547 1
d548 0
d549 1
d550 0
d551 1
d552 1
d553 1
d554 0
d555 0
d556 1
d557 0
d558 0
d559 1
d560 1
d561 0
d562 1
d563 2
d564 0
d565 2
d566 2
d567 1
d568 2
d569 2
d570 0
d571 0
d572 2
d573 2
d574 0
d575 1
d576 0
d577 1
d578 0
d579 2
d580 2
d581 1
d582 1
d583 0
d584 1
d585 2
d586 2
d587 2
d588 1
d589 1
d590 1
d591 0
d592 1
d593 0
d594 0
d595 0
d596 0
d597 0
d598 2
d599 1
d600 0
d601 0
d602 0
d603 0
d604 1
d605 1
d606 0
d607 0
d608 1
d609 1
d610 2
d611 2
d612 1
d613 0
d614 1
d615 0
d616 0
d617 2
d618 1
d619 1
d620 1
d621 0
d622 0
d623 2
d624 1
d625 1
d626 1
d627 0
d628 0
d629 2
d630 2
d631 1
d632 1
d633 0
d634 2
d635 0
d636 1
d637 0
d638 1
d639 2
d640 0
d641 2
d642 0
d643 1
d644 0
d645 1
d646 1
d647 2
d648 0
d649 2
d650 0
d651 0
d652 0
d653 2
d654 0
d655 0
d656 1
d657 0
d658 1
d659 1
d660 1
d661 0
d662 1
d663 0
d664 1
d665 1
d666 0
d667 1
d668 2
d669 1
d670 1
d671 1
d672 1
d673 0
d674 1
d675 2
d676 1
d677 1
d678 1
d679 1
d680 2
d681 0
d682 2
d683 0
d684 0
d685 0
d686 1
d687 0
d688 0
d689 2
d690 0
d691 0
d692 0
d693 0
d694 0
d695 2
d696 2
d697 2
d698 0
d699 2
d700 1
d701 2
d702 0
d703 1
d704 2
d705 0
d706 2
d707 1
d708 2
d709 2
d710 1
d711 0
d712 0
d713 1
d714 2
d715 2
d716 2
d717 0
d718 2
d719 1
d720 0
d721 0
d722 2
d723 0
d724 0
d725 0
d726 2
d727 2
d728 0
d729 0
d730 1
d731 0
d732 1
d733 2
d734 1
d735 2
d736 0
d737 1
d738 1
d739 2
d740 2
d741 0
d742 2
d743 2
d744 1
d745 0
d746 0
d747 2
d748 0
d749 1
d750 1
d751 2
d752 1
d753 0
d754 0
d755 0
d756 1
d757 1
d758 2
d759 0
d760 1
d761 0
d762 2
d763 1
d764 2
d765 0
d766 2
d767 1
d768 0
d769 2
d770 0
d771 1
d772 2
d773 2
d774 1
d775 0
d776 1
d777 1
d778 0
d779 2
d780 2
d781 1
d782 2
d783 0
d784 1
d785 0
d786 0
d787 0
d788 2
d789 0
d790 2
d791 1
d792 2
d793 2
d794 2
d795 1
d796 0
d797 0
d798 0
d799 0
d800 0
d801 0
d802 0
d803 0
d804 1
d805 1
d806 2
d807 2
d808 1
d809 0
d810 0
d811 0
d812 0
d813 2
d814 1
d815 2
d816 2
d817 2
d818 1
d819 0
d820 2
d821 1
d822 0
d823 1
d824 0
d825 1
d826 2
d827 0
d828 2
d829 2
d830 0
d831 0
d832 1
d833 1
d834 0
d835 0
d836 0
d837 2
d838 2
d839 0
d840 0
d841 0
d842 1
d843 0
d844 2
d845 1
d846 1
d847 0
d848 0
d849 0
d850 1
d851 2
d852 2
d853 1
d854 2
d855 1
d856 2
d857 2
d858 2
d859 0
d860 1
d861 1
d862 2
d863 2
d864 2
d865 2
d866 0
d867 0
d868 2
d869 1
d870 0
d871 1
d872 0
d873 0
d874 2
d875 1
d876 0
d877 2
d878 1
