Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
518,2,0,"1 .after power recharge full it will black screen   2. have not chinese type keyboard input  3. ram only 1.45 gb  much more less then product to brag 4gb",0,1,21,1.000000,1.000000
518,2,1,"big screen with clear display",1,0,11,0.368796,0.058399
524,2,0,"looks new and it is a samsung galaxy s3",0,0,12,1.000000,1.000000
524,2,1,"this phone is not new  i can t perform a factory data reset of any kind  the phone will take me to an initial page that is in chinese but clearly states quens reset counter xda  chainfire   which means with absolutely no doubts this phone was rooted  custon roms were installed and was sent back after a reset of the flash counter  but they forgot to set it back to the original state and now i will have to reinstall the whole factory settings on the phone myself if i want to keep it.",1,1,15,0.532298,0.068604
530,2,0,"larger sceen  ability to download cracked apps",0,0,6,1.000000,1.000000
530,2,1,"android os apps automatically load into memory even after you  kill  them or change settings to prevent them from starting up.",1,1,24,0.256512,0.031179
530,2,2,"this causes increased battery drain and uses internal ram  with unlocked version you ll have a hard time updating firmware in android s already fragmented update process.",1,1,19,0.489235,0.108110
530,2,3,"each carrier  may  offer an update and it s usually at different times.",1,1,19,0.159310,0.075344
530,2,4,"unlike iphone  the updates are carrier specific.",1,1,19,0.038141,0.018253
530,2,5,"many people with an unbranded android have to install a non supported firmware like a cyanogenmod.",1,1,19,0.630015,0.111746
530,2,6,"anti virus apps scan after you have installed the app   after you ve been infected  not before installing.",1,1,24,0.102747,0.022753
530,2,7,"samsung kies  similar to itunes  is useless and problematic  very poor product support from samsung.",1,1,16,0.575998,0.097756
541,2,0,"decent phone  .takes",0,0,0,1.000000,1.000000
541,2,1,"decent pictures.",0,0,0,0.015954,0.016575
541,2,2,"good gps.",0,0,0,0.512746,0.097732
541,2,3,"gets phone signal where a lot of other phones don t.",0,0,2,0.524607,0.098183
541,2,4,"i am not a fan of windows os for it.",1,1,24,0.532498,0.064547
541,2,5,"lot apps that are normally free they charge you for.",1,1,24,0.545288,0.064856
541,2,6,"phone is a pain 2 update.",1,1,24,0.565819,0.064547
541,2,7,"my next phone will not be a windows phone .if",1,1,24,0.577453,0.064856
541,2,8,"i have learned anything from this .",1,1,24,0.583236,0.064701
555,2,0,"1.very nice keyboard  easy to use.",0,0,0,1.000000,1.000000
555,2,1,"2.speakers are more improved  comparing with x1a version.",0,0,11,0.497901,0.092765
555,2,2,"3.design structure is very nice.",0,0,11,0.514728,0.092337
555,2,3,"1. 1.i used this phone for less than a month and first what s happened  touch screen start making a noise like a broken peace under screen panel.",1,1,20,0.505532,0.098183
555,2,4,"i was trying to set rma for return to exchange with sonny ericsson  but they only fix phones  even if you just purchased.",1,1,14,0.529685,0.068767
555,2,5,"it means after you paid  470.00 for a brand new phone  you will be given a refurbished version.",1,1,13,0.533486,0.064856
555,2,6,"this is worst    2. panel button  under  call  button.",1,1,20,0.621953,0.164219
555,2,7,"there is no reason to place this button on the top of the phone  because you pressed all the time by mistake  and this is make you slow down on the phone call.",1,1,20,0.141710,0.097367
555,2,8,"designers did a big mistake by placing this button on the main top   3.",1,1,13,0.069098,0.020791
555,2,9,"most common bug happening at least 20 times a day   ",1,1,18,0.648911,0.118128
555,2,10,"i have to restart the phone 20 times daily because of lag with all software s loading and entire windows files.",1,1,24,0.431562,0.092391
555,2,11,"when you tab the screen 3 times  quickly   it freezes the display and you cannot do anything as just restarting the phone.",1,1,18,0.227579,0.048324
556,2,0,"  fast gps   windows mobile 6.5   spb mobile shell 3.5",0,0,2,1.000000,1.000000
556,2,1,"  unstable  locks up constantly    unreliable  corrupted memory card with all pictures and music lost    accelerometers are worthless  only work with a very few programs    lags like a an old 486 running today s software   poor reception   no assignable buttons  no ms voice command    reboots randomly for no reason.",1,1,22,0.587900,0.155786
556,2,2,"  locks up and turns off screen during call  not allowing me to hang up   speaker quality is very bad.",1,1,22,0.370535,0.035787
556,2,3,"  bugs  bugs  bugs  bugs ",1,1,15,0.575198,0.092551
560,2,0,"stylish.",0,0,11,1.000000,1.000000
560,2,1,"when it works  everything is functional.",0,0,10,0.518677,0.064856
560,2,2,"sony s us customer service   repair center is a joke.",1,1,20,0.552149,0.064701
563,2,0,"was cheap  seemed higher spec for the  ",0,0,8,1.000000,1.000000
563,2,1,"buyer beware   ",1,1,25,0.514331,0.064547
563,2,2,"this phone is loaded with malware that by nature of the android os  cannot be removed   i later learned most cheapo china phones have malware from day one .",1,1,19,0.523249,0.068621
563,2,3,"thus you should avoid this one like the plague and any other no name phone from the far east.",1,1,19,0.562985,0.072742
563,2,4,"malware installed   android pup.riskpay.skymobi  android trojan.fadeb.a",1,1,24,0.573969,0.064701
564,2,0,"excellent cell phone met the needs of dual sim  was easy to use and nice design.",0,1,17,1.000000,1.000000
564,2,1,"however after 4 months the phone died  because i had some very small cracks on the screen  caused about 2 weeks after purchase  the supplier would not uphold the warranty",0,1,14,0.603635,0.164920
564,2,2,"warranty not worth anything from nlj technologies",1,1,17,0.306061,0.073374
569,2,0,"great phone   good size  comfortable to hold  fast and responsive  great battery life",0,0,0,1.000000,1.000000
569,2,1,"received a spanish la phone that is not covered under us warranty",1,1,20,0.550589,0.097958
572,2,0,"the phone is in great condition and works perfectly with gsm   lte.",0,0,2,1.000000,1.000000
572,2,1,"1 egg subtracted for the phone clearly not being new.",1,1,19,0.505138,0.098183
572,2,2,"my guess is the phone is a factory refurbished.",1,1,19,0.501478,0.068441
572,2,3,"the box was in cellophane wrapping  but it is the kind you see in the back of someone s shop and not a manufacturer wrapping.",1,1,19,0.591661,0.117598
572,2,4,"the box was dirty inside and out.",1,1,19,0.108750,0.024070
572,2,5,"this would have been acceptable if newegg indicated anywhere on the product page that this would be a refurbished product.  1 egg subtracted for false advertising.",1,1,20,0.521184,0.064856
572,2,6,"this i am most upset about and i am considering a return.",1,1,20,0.545633,0.092765
572,2,7,"this phone is not unlocked as it shows in the title.",1,1,20,0.633203,0.155786
572,2,8,"newegg even has you accept a disclaimer for buying an unlocked phone during checkout.",1,1,20,0.056627,0.020154
572,2,9,"what i received was not only a locked phone  but it has the latest updated android kit kat  with hboot 1.56 and s on.",1,0,8,0.557652,0.064547
572,2,10,"anyone that knows about what i just mentioned knows that it is extremely difficult to put a custom ruu on this phone in its current state.",1,1,19,0.574072,0.064856
572,2,11,"this may not be a deal breaker for me  but surely will be for some.",1,1,19,0.588030,0.064547
